data1,data2,output
0.449692061,-0.081121582,1
0.716766671,0.25314663,0
0.522878906,0.128425837,1
-0.595255437,0.654929044,0
0.462635676,0.741437615,0
0.930430708,-0.188069767,0
-0.4838136,-0.163882879,1
-0.093107993,1.126967572,0
0.090327913,-0.315036562,1
0.927500379,-0.385426693,0
-0.740794821,-0.68768738,0
0.422128408,-0.26674467,1
0.251044465,-0.962145704,0
0.406634989,-0.03090982,1
-0.163315339,-0.148471978,1
0.663376054,-0.652815705,0
0.083651498,0.819055414,0
0.715926916,-0.892691061,0
-0.108846563,0.282001505,1
0.20754251,-1.172981998,0
0.18507139,0.273331483,1
0.377660422,-0.272902119,1
-1.158471462,0.163551626,0
-0.968801271,0.411557759,0
0.437971753,0.150910157,1
-0.053113654,-0.199599705,1
0.744870053,-0.689208226,0
-0.085459155,-0.3126025,1
0.445774819,-0.589656011,0
0.290696361,0.623276546,1
-0.174973333,0.430016846,1
-0.407037711,0.122620386,1
0.739847208,0.389994494,0
-0.922779357,0.331453911,0
0.125070132,0.235497127,1
0.528421629,0.741682307,0
0.550104042,-0.963735573,0
0.149192246,-0.495493818,1
0.226273123,-0.02700944,1
-0.415684012,0.128823621,1
0.080139844,0.427942648,1
-0.36310218,-0.280894237,1
-0.258837076,0.918939156,0
-0.506954748,0.84000677,0
-0.618730171,0.439058678,0
0.521945013,0.640001232,0
-0.950689623,-0.227925927,0
0.239671097,-0.322475385,1
0.071883911,-0.915229698,0
-0.344893267,0.485163224,1
-0.001458894,-0.405079103,1
-0.252086986,0.047869913,1
-0.338802371,-0.501716585,1
-0.402697708,-0.020369773,1
1.004277056,0.01764532,0
1.123432158,0.040166907,0
-0.411411867,-0.241953499,1
-0.112717672,0.276226588,1
-0.2472782,0.884722134,0
-0.522430179,0.917357702,0
-0.09391316,1.022921465,0
0.067796383,0.393255747,1
0.870585538,-0.294217507,0
-0.875848299,0.13840038,0
0.54086699,-0.729832518,0
-0.129398431,-0.459130221,1
0.717135137,0.436001112,0
0.286008902,-0.017911854,1
-0.804651691,0.48899022,0
0.838819045,0.258094227,0
-0.796400618,0.694358216,0
0.487439196,-0.942782834,0
0.816188429,0.593509807,0
-1.09327035,0.58490701,0
-0.274962455,0.328511524,1
-0.204887767,0.248462576,1
0.352208374,1.125494493,0
-0.709089877,-0.736169196,0
1.131347992,-0.086569784,0
0.329478988,-0.015103049,1
0.285605311,0.08848516,1
0.620985606,0.709886823,0
0.998528819,-0.471575743,0
0.157506071,0.314696275,1
-1.123457353,-0.036083062,0
0.47062194,-0.104926802,1
0.082405608,0.428946861,1
1.04467465,0.109868327,0
0.116421464,-0.477725791,1
-0.61696379,1.117027114,0
-0.357824381,-0.367928484,1
-0.291982415,0.862202839,0
0.936644787,0.301281049,0
-0.099588979,-0.466224392,1
-0.480644304,-0.928555771,0
-0.711924651,0.858993157,0
0.07061921,0.426478046,1
0.086394502,-0.246861692,1
-0.058700134,-1.071467196,0
0.434167771,-0.79395899,0
1.143499031,-0.153679768,0
0.439974847,0.224284507,1
-0.152604962,-0.091157332,1
-0.276116828,-1.012668659,0
0.307798453,0.737134969,0
0.553723007,-0.857823063,0
0.313906753,-0.115846722,1
1.08123634,0.226888584,0
-0.398503449,0.028582129,1
-0.227153512,1.089800298,0
-0.350767599,-0.029100182,1
0.403059657,-0.753634813,0
-0.338207302,0.4485943,1
1.062722785,-0.630802366,0
-0.5585664,-0.886499015,0
0.127225154,-1.184272509,0
0.568897392,-0.812875604,0
0.111607626,-0.408841508,1
-0.154232737,0.463627776,1
-0.293752638,-0.027625023,1
-0.12663939,0.869079915,0
0.761458595,0.600068178,0
0.233450761,0.451035937,1
-0.236773191,-0.289035467,1
-0.086847008,-0.91507521,0
0.526820764,0.666260315,0
0.596033886,-0.809493892,0
-0.849945423,-0.430172536,0
0.814920758,-0.554526041,0
0.178039843,-0.235980988,1
-0.594607113,-0.492247998,0
0.070598196,-1.032065011,0
0.296223427,-0.894291393,0
-0.400643236,0.131431094,1
-0.319209875,-0.36696012,1
-0.421445896,0.135932589,1
-0.027854152,-0.415580623,1
0.147386569,-0.334898183,1
-0.054041496,0.288521431,1
0.022378305,-0.311964743,1
-0.36745163,-0.270730869,1
0.697062611,0.58362886,0
0.333537314,-0.415494204,1
0.113294032,-0.436005232,1
-0.193272443,0.384342656,1
0.283435049,0.194140816,1
-0.145847107,-0.22994284,1
0.42378431,0.104415666,1
0.169295274,0.953198738,0
-0.387452503,0.014231737,1
-0.490781746,0.966005494,0
0.16012588,-0.994437922,0
-0.311780557,-0.998919034,0
0.864854508,0.157072286,0
-0.771620203,0.258066077,0
-0.527755026,0.847796065,0
-0.149557198,1.059631312,0
-0.370912497,0.088205768,1
0.12394842,-0.222369803,1
0.817404578,0.98862322,0
-0.68373626,-0.818897176,0
0.438325468,-0.031557066,1
-0.362143784,0.98954014,0
0.203822168,0.481769537,1
-0.3219577,1.019225508,0
-0.064971221,0.389334559,1
0.25599988,-0.091108602,1
-0.051970009,-0.837421089,0
-0.95228586,0.390976352,0
0.895726599,-0.54744973,0
0.471582619,0.407915877,1
0.344301404,0.164835635,1
0.813791347,-0.55139581,0
1.06384504,0.022744725,0
-0.278407298,-0.360689559,1
0.193121204,0.275882709,1
0.551296855,-0.025796408,1
-0.263029099,-0.169853684,1
-0.722806078,0.862242859,0
-0.223377033,-0.093617485,1
0.313813649,0.235192579,1
0.277542293,0.039894528,1
-0.177925713,0.331713255,1
-0.946170451,0.273782869,0
-0.311892698,0.021422111,1
0.248974266,-0.448782241,1
0.429158258,-0.982208241,0
0.071869896,1.011142755,0
-0.376161306,-1.169520351,0
0.87381684,-0.468598192,0
-0.074308526,-1.131481533,0
-1.119486952,0.190441375,0
-0.014194375,0.95110872,0
-0.390955602,0.857423651,0
-0.461505642,0.157417688,1
-0.513134286,0.227021734,1
0.527865776,-0.712515643,0
0.309008708,0.277390913,1
0.886700523,-0.943026616,0
0.230341164,0.325104424,1
0.329640924,-0.288516548,1
0.290739227,-1.075221984,0
0.017980255,0.703951363,1
-0.3193061,1.030813038,0
0.886022887,-0.474620575,0
-0.321331538,-0.218998658,1
-0.037431356,-1.035075419,0
0.109072674,-0.358363147,1
-0.407221648,-0.896081364,0
-0.208319318,-0.251206397,1
-0.106702869,1.165116457,0
0.970622117,0.179058058,0
0.403878031,-0.133787102,1
0.849974127,0.938508058,0
-0.322894026,-0.123545451,1
0.470396219,-0.920293958,0
0.393183442,0.28438673,1
0.892955592,-0.446597416,0
0.590725941,-0.843213211,0
-0.559625956,-0.792741416,0
-0.406591933,0.242746101,1
0.13230583,0.07797016,1
-0.371838164,0.301369298,1
0.075998395,0.221729254,1
-0.257470321,-0.301790991,1
0.385522493,0.194922457,1
-0.13155818,-0.848818331,0
-0.521754363,0.117976047,1
-0.508951523,0.273989639,1
-0.252499406,0.014135485,1
-0.253445976,-0.29148214,1
0.417859642,-0.40159987,1
0.165799349,-0.331438965,1
0.806085342,0.833423933,0
-0.990367882,0.25230169,0
-0.403026059,-0.801626662,0
-0.022489959,-1.181885417,0
0.374878944,-0.160907753,1
-0.814058277,-0.666572507,0
0.573863845,0.609651312,0
-0.09847757,-0.381112749,1
1.082227541,-0.138272361,0
-0.20490186,-0.201159278,1
-0.883577206,0.689843195,0
-0.608458468,0.911693222,0
-0.324624831,0.03861476,1
0.341310549,-0.23638623,1
-0.212219197,-0.79932627,0
-0.554868424,-0.075936769,1
1.03557973,-0.27525288,0
0.533628838,-0.965813795,0
-0.251641257,-0.263054737,1
0.741816056,-0.797221328,0
-0.057736369,0.449701864,1
0.906804394,-0.274931917,0
0.914862241,0.471584872,0
0.833199019,0.677808823,0
0.040519722,0.331983139,1
0.490150858,0.033615779,1
-0.098821742,0.990838144,0
-0.727352483,0.028062326,0
0.173161352,-0.346363285,1
0.052736449,-0.942197627,0
0.985360113,-0.38019499,0
-0.326241008,0.270577756,1
-0.157185982,0.936141908,0
-0.4192755,0.138976074,1
0.836764725,0.612823729,0
0.011570624,0.843371117,0
0.325151879,-0.888881226,0
0.144163189,0.488213727,1
-0.042130703,-0.553452877,1
1.00363437,0.272707178,0
0.258659149,-0.402567943,1
-0.812835407,0.435934334,0
-1.017312197,-0.527376097,0
0.443681594,0.098869776,1
1.106687917,0.165728146,0
1.029545916,0.377548699,0
0.125758739,0.395083973,1
-0.018749874,-0.441765385,1
0.814816431,0.566101878,0
0.293540361,-0.057917327,1
0.050116104,-0.320258691,1
-0.216991414,0.33709193,1
-0.413707096,0.739291604,0
-0.476978842,0.151235202,1
-0.243641554,0.561798978,1
-0.296550564,-0.324007248,1
0.302400518,0.255999591,1
0.188904406,0.264939176,1
0.716073231,-0.447794682,0
0.571057751,0.891400942,0
-0.780670336,0.378767925,0
0.296223179,0.798952379,0
0.313754791,0.256711188,1
-0.276885801,1.037329309,0
-0.084988481,1.107256644,0
-0.696743266,-0.73026809,0
-0.054710968,-0.320854603,1
-0.367959955,-0.021511365,1
0.430554198,0.014624771,1
-0.812173554,-0.64978673,0
-0.844198679,0.21874276,0
-0.873885312,0.715587689,0
0.984920541,-0.479985772,0
-0.03609608,-0.437286849,1
0.298637862,0.865508183,0
0.442337136,0.234269508,1
0.709999624,-0.867044913,0
-0.105471094,0.389865366,1
0.762318381,-0.778320746,0
-0.894629776,0.534445224,0
0.495929753,-0.842706763,0
-0.877793942,0.628215776,0
0.468608359,-0.005007975,1
1.058630077,0.401710032,0
-0.771413291,-0.522557565,0
0.764858603,-0.772623632,0
-0.116850481,0.35297185,1
-0.336905539,-0.185506802,1
-0.310894813,0.231654863,1
-0.218502918,-0.463318583,1
1.020322128,0.281852405,0
-1.005354074,-0.227477064,0
-0.2185787,-0.388523155,1
-0.852763711,-0.628474348,0
-0.525296553,0.20751032,1
0.096726863,0.494070592,1
-0.462417438,0.745060728,0
0.531529611,-1.002517639,0
0.92855316,0.549820077,0
1.14178159,0.182940028,0
-0.18498919,0.329349319,1
-0.292638429,0.192619929,1
-0.227040068,-0.523812497,1
0.11843059,1.208880069,0
-0.303924698,-0.242992594,1
-0.317208188,0.279709381,1
-0.446445839,-1.103071343,0
0.181016665,0.380954876,1
-0.981483448,0.327300877,0
-0.852003184,-0.275972684,0
-0.386511525,0.114279038,1
-0.131126631,-0.868262116,0
0.200651136,0.975408832,0
-0.117466139,-0.576912204,1
-0.902407675,-0.530685836,0
0.463474952,-0.111102277,1
-0.700396959,0.615528736,0
0.837394578,0.446835937,0
0.243398866,0.079353858,1
0.605536755,-0.745411445,0
-0.80380529,0.621120966,0
-0.441121558,0.19838089,1
0.819354376,-0.176587937,0
0.843397107,0.605457808,0
-0.511028628,0.945044846,0
0.84017792,-0.307930485,0
-0.724211597,0.308704585,0
-0.405845039,0.077627478,1
1.003262654,-0.142413182,0
-0.969207021,0.336803189,0
0.064465947,0.819324627,0
-0.782124624,-0.899547071,0
-0.344438517,-0.935707826,0
0.405239073,-0.153265469,1
-0.294883443,-0.007395203,1
0.383429168,0.821736952,0
-0.197101626,0.288372014,1
-0.877975822,0.171976839,0
0.32826584,0.118896246,1
0.991134504,0.128154196,0
-0.064872071,1.003875954,0
0.269400614,-0.378390767,1
-0.546886308,0.927079595,0
0.376396282,0.715484864,0
0.309332701,-1.012037496,0
0.008883256,-0.308904697,1
0.786720274,-0.661448141,0
0.328271867,0.32609569,1
-0.358897662,-0.243471294,1
-0.41292018,0.901982355,0
0.494022355,-0.961334341,0
0.432411654,-0.342920504,1
-0.645345855,-0.513417882,0
-0.544882132,-0.813642813,0
-0.271312201,0.069713503,1
-0.302227324,0.147248172,1
0.511171456,0.128417359,1
-0.065785074,-1.038980803,0
-1.010217957,0.0068844,0
0.571397671,0.704504645,0
0.466861735,0.247295282,1
-0.89277276,0.039496316,0
0.905657285,-0.317816037,0
0.472260678,-0.244473622,1
-0.109782984,-0.4795814,1
-0.405094149,0.21594685,1
0.813066503,-0.580686361,0
-0.355742149,0.231027296,1
-0.453188671,0.034990505,1
0.160704947,1.118012986,0
-0.487453529,-0.128436096,1
-0.801043918,0.215729498,0
-0.839492093,0.400930896,0
0.424027308,0.026592188,1
0.376991758,-0.322706987,1
0.087836536,-0.279400422,1
0.601344891,-0.580905006,0
-0.362259857,0.996009862,0
1.099384125,0.392217069,0
-0.217489842,0.183531446,1
-0.755758259,0.51361566,0
0.982306314,-0.466288584,0
0.900485013,-0.567141965,0
-0.365179963,0.244051073,1
0.053051123,0.407766214,1
0.961879044,-0.352500867,0
-0.8837671,-0.262712413,0
-0.630469251,0.814459147,0
0.024988769,-0.302691103,1
0.276320568,-0.139083601,1
0.253979116,-0.34665414,1
0.314792483,-0.117885494,1
0.677549274,-0.54433618,0
-0.43385779,0.300499544,1
0.471236419,-0.205828919,1
0.457546435,1.058010785,0
-0.083994041,0.361792417,1
0.07436937,-0.975267854,0
0.17303193,-0.392595524,1
-0.278897758,0.058287641,1
-0.49483639,-0.851755652,0
1.013164346,0.050344426,0
-0.64560955,-0.539170811,0
0.071095514,0.273907661,1
0.204655626,-0.478536698,1
0.998625948,0.330553191,0
-0.132362219,-0.35596768,1
0.309463794,-0.981326337,0
-0.047499864,-0.200943052,1
-0.122603068,-0.993361832,0
-0.287945421,0.164091115,1
-0.586358326,-0.968202173,0
0.267496811,-0.89756234,0
-0.364695695,-0.114591408,1
0.871880261,-0.22159403,0
0.894275962,0.69267468,0
-0.004600012,-0.86800022,0
-0.010447618,-0.28049786,1
0.010249261,-0.9857096,0
-0.930017353,-0.357125219,0
0.616041501,1.147443872,0
0.358736262,-0.441351912,1
-0.119444074,-0.282827584,1
0.256024534,-0.988901616,0
-0.003470529,0.387745654,1
-0.568197315,-0.993505389,0
0.827610008,-0.347604023,0
0.128001983,-0.296775771,1
0.296919128,0.389442033,1
0.27824319,0.274012622,1
-0.081343775,-0.280729838,1
0.195404973,0.944874899,0
-0.93407767,-0.623715647,0
-0.167369243,0.322632421,1
0.149198542,-0.464942238,1
-0.30755672,0.15168465,1
0.945553075,-0.341791467,0
1.045011293,-0.11828065,0
-0.310633384,0.267396792,1
-0.389545995,-0.237588816,1
-0.355813038,0.138437592,1
1.190419692,0.154944462,0
1.012422329,-0.0778034,0
0.604794968,-0.768083644,0
-0.246960123,0.377111025,1
0.34457541,-0.147183546,1
0.079360422,0.985034054,0
0.350741513,-0.176966816,1
-0.462037829,-0.040342212,1
0.278657383,0.094508087,1
0.421589575,0.056473821,1
0.832841735,0.003477105,0
-0.802866211,0.623162532,0
0.429762126,0.002769908,1
-1.013055354,-0.098703838,0
-0.799778549,0.488747892,0
-0.9453223,-0.05073308,0
0.124604947,-0.259788321,1
-0.266430613,-1.008126186,0
0.194857022,1.054395273,0
0.357028685,-0.339590554,1
-0.294528498,0.252233496,1
-0.889122351,-0.423202008,0
-0.712258865,-0.463895939,0
-0.90678146,-0.142612831,0
0.639888143,-0.670321449,0
-0.46224082,-0.89737678,0
0.781705342,-0.502814415,0
-1.064930448,-0.487478018,0
0.100909841,-0.461472542,1
0.81222032,0.34354734,0
-0.457595473,0.828441216,0
0.155489938,-0.293296299,1
-0.235885668,-0.925209164,0
-0.307084508,1.035569348,0
-0.487430666,0.796255492,0
0.406996308,-1.038171081,0
0.05122578,-0.983734866,0
-1.005962517,0.260393328,0
1.093958196,0.132834,0
-0.841387561,-0.316036941,0
-0.084231891,-0.386017302,1
0.852038693,0.586759639,0
0.358600339,-0.045350117,1
0.629025663,-0.788241959,0
-0.371797042,0.38689432,1
-0.072277878,0.264202743,1
-1.009477359,-0.039506444,0
-1.189927621,-0.324809035,0
-0.986717666,0.241620708,0
0.27561812,0.748930588,0
0.376590563,-0.144306896,1
-0.145361058,0.816683012,0
-0.782825245,0.255918323,0
0.537569515,-0.642638229,0
0.438386822,-0.232667425,1
-0.095863878,0.946258584,0
0.297712961,0.535727732,1
0.972901503,-0.12824364,0
0.483451889,0.112499665,1
-0.888147615,0.639677755,0
0.180023469,0.987148137,0
0.395136786,0.108801252,1
0.807250741,-0.539814122,0
-0.509335316,0.270316855,1
0.158480223,-0.474431644,1
-0.198494859,0.946099932,0
-0.298403633,-0.467946413,1
0.260852265,-0.30019726,1
-0.006796351,-0.734196006,1
0.029611628,-0.283803918,1
1.134935085,-0.163611076,0
0.846812732,0.590897712,0
0.317174016,0.127293332,1
-0.230266653,-0.261313998,1
-0.510453084,-0.146318748,1
0.919228201,0.019992155,0
0.37300199,0.92375193,0
-0.21268816,-0.423660563,1
-0.22097553,-0.965110887,0
0.42920913,-0.270534298,1
-0.445339032,0.185570155,1
0.370558289,-0.855666829,0
-1.060423056,-0.250967702,0
0.101536949,0.273810394,1
-0.368031885,-0.30945855,1
-0.875497809,-0.491831457,0
0.444234293,-0.762349979,0
-0.333699861,-0.117433517,1
0.101991415,-0.182323407,1
-0.175502738,-0.294180075,1
0.920823392,-0.364007352,0
-0.589167047,0.718720677,0
-0.005336715,0.503664412,1
-0.834355016,0.24778555,0
-0.397639377,-0.266886353,1
0.784042234,-0.743567042,0
0.297454416,0.202463665,1
-0.325371769,0.47013266,1
0.011006147,-0.383037148,1
0.543544449,-0.857398738,0
0.703702928,0.492811783,0
0.053629801,0.935528047,0
0.487963818,0.748501763,0
0.289082771,0.27682216,1
-0.636350575,-0.674866716,0
-0.205869086,-0.344711301,1
-0.604925687,0.634505695,0
-0.146517095,-0.337801635,1
-0.387468673,0.00282244,1
0.987017282,-0.463357333,0
0.527217265,-0.985525285,0
-0.97864294,0.617478926,0
-0.403089865,0.149331641,1
-0.275022204,0.072529333,1
0.466217824,0.09246623,1
-0.273044062,-0.323475025,1
-0.241206914,-0.101227596,1
-0.993422281,-0.033169099,0
-0.401254331,0.114472584,1
0.376854312,0.287532897,1
0.330413765,-0.308962805,1
-0.280354751,0.965754038,0
0.337466495,-0.990969195,0
0.329603408,0.172686383,1
-0.525708325,-0.74477627,0
0.197397849,1.025317572,0
-0.365510992,-0.994273424,0
-0.425076717,0.069399472,1
0.956293166,0.134983344,0
-0.249514599,0.110955467,1
-0.037224546,-0.376110754,1
-0.420528239,-0.08483181,1
0.196300335,0.140347548,1
-0.880380252,0.466063227,0
-0.317507862,0.169691943,1
0.84456388,0.802810845,0
0.309402587,0.068542828,1
0.007491849,-0.356187854,1
-0.183157425,0.831697961,0
-0.142604628,-0.487127842,1
0.510914795,0.087496278,1
-1.026229344,0.356985488,0
0.944899123,-0.029093049,0
0.888544547,0.417065214,0
-0.062310554,-0.484562422,1
-0.405882249,-0.857683537,0
-0.9538832,0.502226647,0
-0.227237296,-1.029674151,0
-0.197907966,-0.437646113,1
-0.302947868,0.095223731,1
0.433653846,-1.222471962,0
0.283545144,0.406640416,1
-0.002306853,-0.410125482,1
0.180475319,0.985860603,0
-0.101818788,-0.285967896,1
-0.657904014,-0.99005871,0
0.063454805,0.921276756,0
0.839969103,0.775433616,0
0.64083348,0.796053028,0
-0.389263745,0.143548974,1
0.731016544,-0.471349462,0
-1.008035556,-0.324368314,0
-0.001184234,-0.315372534,1
-0.504912641,-0.851504363,0
-0.824390781,-0.405941891,0
-0.284068001,0.326106263,1
-0.357443661,-0.091559621,1
-0.450886072,0.001715251,1
0.238439142,-0.407292902,1
-0.153997607,0.514696579,1
0.370967276,-0.053228877,1
0.441775808,-0.299681365,1
-0.825318823,-0.517299917,0
0.495808686,0.73599618,0
-0.867382874,0.067478801,0
-0.10349464,0.464592157,1
0.415200997,1.023474168,0
0.244276143,0.340767479,1
0.948692084,0.110045028,0
0.336499023,-0.905405972,0
-0.09044761,0.377467495,1
0.362828129,-0.080718852,1
0.245888016,-0.260897006,1
-0.636053687,-0.506265346,0
-0.215160879,-0.998298763,0
0.068343824,0.384033095,1
-0.42610913,-0.256721841,1
-0.850895499,0.409113259,0
-0.205864786,0.401006617,1
-1.087273106,0.330158496,0
0.859609099,0.552248397,0
0.883107388,-0.020339025,0
0.80019373,-0.71322784,0
0.193932164,-0.366408204,1
-0.001032514,0.299503992,1
-0.64349676,-0.825995308,0
-0.435664798,1.075950823,0
-0.657605081,-0.187871597,0
0.982827493,-0.039073909,0
0.078123601,1.242420013,0
0.916210253,0.058086875,0
0.186950523,0.869184239,0
0.522742004,-1.093091945,0
0.440131842,0.902637745,0
-0.985355994,-0.220186429,0
-0.217566055,-0.339089397,1
-0.95341828,0.124679746,0
1.024141895,-0.178443684,0
-0.148820138,1.07854786,0
-0.473022538,-0.016422523,1
0.260502911,0.040127764,1
-0.992574567,0.037962888,0
0.05901435,0.325057304,1
0.977271778,0.265588706,0
0.108460607,0.797166878,0
0.967682033,0.112924877,0
0.537764102,0.698057368,0
0.117135658,-0.549565618,1
-0.101466826,-0.404108617,1
-0.624380816,0.928860415,0
0.09938756,-1.134101708,0
0.655729232,0.86977403,0
0.29853235,0.006922865,1
0.281863511,0.253850562,1
-0.320338898,-0.311682056,1
-0.361585253,0.246358151,1
-0.375164407,0.916765166,0
0.458233714,-0.539244058,1
0.088354796,0.139157225,1
1.107224005,0.032751319,0
0.288093508,0.126645307,1
0.285391299,-1.117845893,0
-0.196479115,0.282755767,1
0.607865855,0.436130654,0
0.908307758,0.327653228,0
-0.893271481,0.475011694,0
0.326300863,-0.316756475,1
0.867689869,0.209327376,0
0.563043376,-0.72495606,0
-0.800174616,-0.270784338,0
-0.09638075,-0.372602952,1
-0.310684149,-0.00260513,1
0.307025437,0.127833531,1
-0.38286773,0.149470994,1
-0.061794743,1.160260213,0
-0.020397908,-0.553320565,1
-0.238690117,0.929092108,0
-0.135815537,-0.983104821,0
0.608004078,0.777044551,0
-0.072631141,0.317541423,1
0.680533836,0.872237731,0
-0.673957984,-0.498732258,0
-0.197935968,-0.231139093,1
0.461501232,-0.032014458,1
0.388162248,-0.216419124,1
0.042066134,-0.426885501,1
0.4681503,-0.203673032,1
0.143624097,-0.376961996,1
-0.73654544,0.527901902,0
-0.735089281,-0.517433516,0
0.342638391,0.095457464,1
0.343479019,-1.021004731,0
-0.338379491,0.097263174,1
0.262957782,0.099608067,1
0.026571595,-0.335974843,1
-0.356285507,0.014495256,1
0.22088097,0.115657899,1
0.288970472,0.037521834,1
0.188194182,-0.256179307,1
-0.750528887,0.414558405,0
0.514237082,0.979904888,0
-0.057489399,-0.39113442,1
0.169293174,-0.275582303,1
0.967678275,0.629000367,0
-0.55332934,-0.775206535,0
-0.075687363,0.452031289,1
-0.389254314,-0.418664867,1
0.402007877,-0.035901976,1
0.114283364,0.36585712,1
0.062548179,1.099485009,0
-0.335177637,0.309209944,1
0.321699994,0.130144755,1
-0.850094807,-0.605002126,0
-1.045837723,-0.58367012,0
-0.591553076,-0.723902529,0
-0.898732778,-0.279352431,0
-0.494638162,-1.023024318,0
0.79108467,0.604528094,0
-0.388326884,-0.791966581,0
-0.382823889,0.186204845,1
0.332621405,-0.031010672,1
0.94561358,0.125949859,0
-0.385337488,-0.911025201,0
-0.432641057,0.962694964,0
-0.341835211,1.132839697,0
1.086777169,-0.365063959,0
-0.048747501,-0.474402997,1
0.145826632,-0.489113803,1
-0.15335711,0.525894231,1
-0.233911596,0.968838473,0
1.049377623,0.318174284,0
0.245805347,0.127512326,1
0.41130997,-0.300252623,1
-0.13678512,0.379179289,1
0.821645737,-0.199574771,0
-0.112551748,0.977086601,0
0.380156009,-0.112772026,1
-0.038040529,-0.320158649,1
0.999975187,0.354135019,0
0.863721774,-0.707288803,0
-0.009352611,-0.36719469,1
-1.008251035,0.027778287,0
0.472729332,0.117118932,1
-0.355461702,-0.163191039,1
0.358625437,0.536364033,1
-0.148566852,-0.880007875,0
-0.14041291,-0.336613258,1
-0.274327931,-0.164284716,1
-0.119505836,-1.002760207,0
1.09137285,0.086000269,0
0.836454515,0.721276142,0
0.142787458,1.171394769,0
-0.805740808,-0.499883151,0
0.220463372,-0.277231621,1
0.249048458,-0.292901201,1
0.304355637,-0.076820901,1
-0.108742663,0.607980049,1
-0.163701422,-0.229318879,1
0.689985844,-0.77951431,0
0.263295905,-1.021335224,0
0.059345123,-0.326868499,1
0.507594573,0.880368092,0
-0.263653413,-0.301107724,1
0.901738704,0.216085659,0
0.356463455,0.020902822,1
0.184440605,-0.950401396,0
0.46277867,0.179459826,1
-1.056765848,-0.200694676,0
0.076069768,-0.983507093,0
0.211812656,-0.280728066,1
0.025100475,-0.321604429,1
0.310516454,-0.153639205,1
0.065381485,0.401699571,1
1.03709783,-0.385681129,0
0.426240192,0.134054757,1
-0.923923129,-0.569395184,0
-1.008537886,-0.431981666,0
-0.134752859,-0.22818791,1
-0.352703145,0.300198017,1
0.181420841,-0.746984163,0
-0.38148003,0.027170712,1
0.23435614,0.577483008,1
0.077023438,-1.063435959,0
-0.744444074,-0.238987108,0
0.313895067,-1.155743712,0
-0.020953622,-0.535207758,1
-0.750567237,-0.920866949,0
0.698005929,-0.965171918,0
0.768635571,0.179711517,0
-0.053720487,0.313486894,1
0.320839748,-0.142208253,1
0.362363793,0.255975283,1
-1.02250346,-0.076333926,0
-0.667422096,-0.442866676,0
0.030596815,0.978929003,0
0.621099969,0.590910236,0
0.177612705,0.525404471,1
-0.905480048,0.509991029,0
-0.092029622,-0.347927066,1
-0.02356959,0.409661039,1
-0.436737699,-0.902556334,0
0.916217776,-0.285944857,0
0.055467472,1.017054433,0
0.913163096,0.344548763,0
0.964635965,0.477372732,0
-0.000986667,-0.241439438,1
-0.332780388,-0.972503228,0
-0.827041995,-0.606303509,0
0.509010782,0.757712103,0
-0.293695308,0.917408283,0
0.743960653,0.594283307,0
0.176743047,0.88020952,0
-0.979036126,0.157604646,0
0.381175192,0.348518779,1
0.118545659,0.362165436,1
0.432663683,0.172244253,1
-0.801075149,-0.605155397,0
-0.931953958,-0.462959977,0
-0.868429951,-0.508233733,0
0.823442134,0.511238483,0
0.552202939,-1.019979616,0
0.181725808,0.10933379,1
0.620858183,-0.449595141,0
-0.74696898,0.619700308,0
-0.325788072,-0.356663289,1
0.253947714,-0.314388902,1
0.37961528,-0.120557483,1
0.457024495,-0.03875684,1
0.813263883,-0.681086141,0
-0.16803188,1.088697098,0
-0.327052344,-0.903794129,0
-0.953384039,-0.377338804,0
-0.393415574,-0.783328813,0
-0.067622439,0.263878333,1
0.235460232,0.211704557,1
-0.490213797,0.101166191,1
-0.040350699,-1.227292419,0
-0.934294502,-0.143016459,0
-0.38879424,-0.22196862,1
-0.092861722,0.89093255,0
0.364731623,-0.79039207,0
-0.332652961,0.86589479,0
-0.189674396,1.002384161,0
0.254886511,-0.051617235,1
-0.489922959,-0.946408458,0
0.963432047,0.036607125,0
0.854951218,-0.507573692,0
-0.157353128,-0.395221339,1
0.467192127,0.153861931,1
-0.609836803,0.748981481,0
0.355740825,0.31896294,1
-0.202265318,-0.327406178,1
-0.02774963,0.303846026,1
-0.810558446,-0.502119459,0
-0.542896642,0.542911198,0
-0.098612536,-0.102492421,1
0.501770685,-0.890911105,0
0.341676424,0.153574284,1
0.0898451,-0.316739335,1
0.77014979,0.885670881,0
0.137230632,-0.480422539,1
-0.493692354,0.875507665,0
0.659064654,0.720607154,0
-0.266993366,-0.339566389,1
0.567182083,-0.595163528,0
0.179706376,0.212442311,1
-0.250593877,0.420659252,1
-0.31445395,-0.023031436,1
0.943074077,0.49087075,0
-0.835631646,-0.542448379,0
1.150845469,0.365513217,0
-0.552774286,0.85120139,0
-0.912676336,-0.192283739,0
0.294113263,0.229522457,1
0.03501631,-0.322168388,1
0.867971378,0.305907015,0
-0.02252497,-1.029443186,0
0.41412811,0.933846361,0
0.277743699,-0.916451344,0
-0.424795527,0.205881005,1
-0.425320611,-0.791055439,0
-0.19107959,-0.457478253,1
0.408671959,-0.017275662,1
0.296970476,0.137229121,1
0.288109089,0.298443665,1
0.948159995,0.32081057,0
0.269036872,0.150467407,1
-0.166161873,-0.301552137,1
-1.129388902,-0.077487891,0
